detector,classifier,scene,n_gt,n_matched,n_correct
YOLO-FP16-P10,LANMSFF,7,4,4,3
YOLO-FP16-P10,LANMSFF,8,16,14,7
YOLO-FP16-P10,LANMSFF,9,8,8,6
YOLO-FP16-P10,LANMSFF,10,4,4,3
YOLO-FP16-P10,LANMSFF,11,5,5,3
YOLO-FP16-P10,LANMSFF,12,5,4,3
YOLO-FP16-P10,LANMSFF,13,9,9,8
YOLO-FP16-P10,LANMSFF,14,5,4,3
YOLO-FP16-P10,LANMSFF,15,5,5,4
YOLO-FP16-P10,LANMSFF,16,5,5,5
YOLO-FP16-P10,LANMSFF,17,3,3,2
YOLO-FP16-P10,LANMSFF,18,6,6,2
YOLO-FP16-P10,LANMSFF,19,4,4,3
YOLO-FP16-P15,LANMSFF,0,12,12,9
YOLO-FP16-P15,LANMSFF,1,9,9,5
YOLO-FP16-P15,LANMSFF,2,11,11,6
YOLO-FP16-P15,LANMSFF,3,4,4,3
YOLO-FP16-P15,LANMSFF,4,9,7,5
YOLO-FP16-P15,LANMSFF,5,4,4,4
YOLO-FP16-P15,LANMSFF,6,4,4,3
YOLO-FP16-P15,LANMSFF,7,4,4,3
YOLO-FP16-P15,LANMSFF,8,16,14,7
YOLO-FP16-P15,LANMSFF,9,8,8,5
YOLO-FP16-P15,LANMSFF,10,4,4,2
YOLO-FP16-P15,LANMSFF,11,5,5,3
YOLO-FP16-P15,LANMSFF,12,5,4,2
YOLO-FP16-P15,LANMSFF,13,9,9,8
YOLO-FP16-P15,LANMSFF,14,5,3,1
YOLO-FP16-P15,LANMSFF,15,5,5,4
YOLO-FP16-P15,LANMSFF,16,5,5,5
YOLO-FP16-P15,LANMSFF,17,3,3,1
YOLO-FP16-P15,LANMSFF,18,6,6,2
YOLO-FP16-P15,LANMSFF,19,4,4,3
YOLO-INT8-P10,LANMSFF,0,12,12,9
YOLO-INT8-P10,LANMSFF,1,9,9,6
YOLO-INT8-P10,LANMSFF,2,11,11,5
YOLO-INT8-P10,LANMSFF,3,4,4,2
YOLO-INT8-P10,LANMSFF,4,9,7,5
YOLO-INT8-P10,LANMSFF,5,4,4,4
YOLO-INT8-P10,LANMSFF,6,4,4,3
YOLO-INT8-P10,LANMSFF,7,4,4,3
YOLO-INT8-P10,LANMSFF,8,16,13,7
YOLO-INT8-P10,LANMSFF,9,8,6,5
YOLO-INT8-P10,LANMSFF,10,4,4,3
YOLO-INT8-P10,LANMSFF,11,5,5,3
YOLO-INT8-P10,LANMSFF,12,5,5,3
YOLO-INT8-P10,LANMSFF,13,9,8,8
YOLO-INT8-P10,LANMSFF,14,5,4,3
YOLO-INT8-P10,LANMSFF,15,5,5,4
YOLO-INT8-P10,LANMSFF,16,5,5,5
YOLO-INT8-P10,LANMSFF,17,3,3,1
YOLO-INT8-P10,LANMSFF,18,6,6,2
YOLO-INT8-P10,LANMSFF,19,4,4,3
YOLO-INT8-P15,LANMSFF,0,12,12,9
YOLO-INT8-P15,LANMSFF,1,9,9,6
YOLO-INT8-P15,LANMSFF,2,11,11,5
YOLO-INT8-P15,LANMSFF,3,4,4,2
YOLO-INT8-P15,LANMSFF,4,9,8,5
YOLO-INT8-P15,LANMSFF,5,4,4,4
YOLO-INT8-P15,LANMSFF,6,4,4,2
YOLO-INT8-P15,LANMSFF,7,4,4,3
YOLO-INT8-P15,LANMSFF,8,16,13,7
YOLO-INT8-P15,LANMSFF,9,8,6,4
YOLO-INT8-P15,LANMSFF,10,4,4,3
YOLO-INT8-P15,LANMSFF,11,5,5,4
YOLO-INT8-P15,LANMSFF,12,5,4,2
YOLO-INT8-P15,LANMSFF,13,9,8,7
YOLO-INT8-P15,LANMSFF,14,5,3,2
YOLO-INT8-P15,LANMSFF,15,5,5,4
YOLO-INT8-P15,LANMSFF,16,5,5,5
YOLO-INT8-P15,LANMSFF,17,3,3,1
YOLO-INT8-P15,LANMSFF,18,6,6,2
YOLO-INT8-P15,LANMSFF,19,4,4,3
RT-DETR-FP32,LANMSFF,0,12,12,10
RT-DETR-FP32,LANMSFF,1,9,9,6
RT-DETR-FP32,LANMSFF,2,11,10,4
RT-DETR-FP32,LANMSFF,3,4,4,2
RT-DETR-FP32,LANMSFF,4,9,8,6
RT-DETR-FP32,LANMSFF,5,4,4,4
RT-DETR-FP32,LANMSFF,6,4,4,3
RT-DETR-FP32,LANMSFF,7,4,4,3
RT-DETR-FP32,LANMSFF,8,16,14,8
RT-DETR-FP32,LANMSFF,9,8,8,6
RT-DETR-FP32,LANMSFF,10,4,4,3
RT-DETR-FP32,LANMSFF,11,5,5,4
RT-DETR-FP32,LANMSFF,12,5,4,2
RT-DETR-FP32,LANMSFF,13,9,9,9
RT-DETR-FP32,LANMSFF,14,5,3,1
RT-DETR-FP32,LANMSFF,15,5,5,4
RT-DETR-FP32,LANMSFF,16,5,5,5
RT-DETR-FP32,LANMSFF,17,3,3,2
RT-DETR-FP32,LANMSFF,18,6,6,2
RT-DETR-FP32,LANMSFF,19,4,4,3
